LỊCH ĐĂNG BÀI GROUP ZALO: LIÊN MINH ĐIỂM BÁN - BẾP YÊU THƯƠNG
Ngày,Tuần,STT bài/ngày,Khung giờ,Pillar,Chủ đề cụ thể,Mục tiêu,Template ID,Form mẫu tin nhắn,Prompt generate ảnh poster,Nguồn nội dung,Ghi chú,Trạng thái,Owner,Nội dung đăng bài,Biến cần điền trước đăng,CTA chính,Gợi ý ảnh/tư liệu
Ngày 16,Tuần 3,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: gói tháng,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: gói tháng
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: gói tháng"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] gói tháng: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với gói tháng, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 16,Tuần 3,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: gói tháng,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: gói tháng
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: gói tháng"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] gói tháng: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử gói tháng. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 17,Tuần 3,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: đối tác spa/gym,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: đối tác spa/gym
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: đối tác spa/gym"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] đối tác spa/gym: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai đối tác spa/gym. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 17,Tuần 3,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: đối tác spa/gym,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: đối tác spa/gym
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: đối tác spa/gym"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] đối tác spa/gym: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với đối tác spa/gym, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 17,Tuần 3,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: đối tác spa/gym,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: đối tác spa/gym
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: đối tác spa/gym"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] đối tác spa/gym: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử đối tác spa/gym. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 18,Tuần 3,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: đối tác mẹ & bé,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: đối tác mẹ & bé
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: đối tác mẹ & bé"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] đối tác mẹ & bé: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai đối tác mẹ & bé. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 18,Tuần 3,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: đối tác mẹ & bé,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: đối tác mẹ & bé
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: đối tác mẹ & bé"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] đối tác mẹ & bé: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với đối tác mẹ & bé, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 18,Tuần 3,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: đối tác mẹ & bé,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: đối tác mẹ & bé
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: đối tác mẹ & bé"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] đối tác mẹ & bé: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử đối tác mẹ & bé. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 19,Tuần 3,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: quà dùng thử sản phẩm mới,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: quà dùng thử sản phẩm mới
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: quà dùng thử sản phẩm mới"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] quà dùng thử sản phẩm mới: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai quà dùng thử sản phẩm mới. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 19,Tuần 3,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: quà dùng thử sản phẩm mới,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: quà dùng thử sản phẩm mới
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: quà dùng thử sản phẩm mới"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] quà dùng thử sản phẩm mới: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với quà dùng thử sản phẩm mới, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 19,Tuần 3,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: quà dùng thử sản phẩm mới,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: quà dùng thử sản phẩm mới
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: quà dùng thử sản phẩm mới"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] quà dùng thử sản phẩm mới: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử quà dùng thử sản phẩm mới. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 20,Tuần 3,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: combo giờ vàng,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: combo giờ vàng
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: combo giờ vàng"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] combo giờ vàng: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai combo giờ vàng. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 20,Tuần 3,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: combo giờ vàng,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: combo giờ vàng
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: combo giờ vàng"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] combo giờ vàng: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với combo giờ vàng, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 20,Tuần 3,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: combo giờ vàng,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: combo giờ vàng
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: combo giờ vàng"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] combo giờ vàng: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử combo giờ vàng. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 21,Tuần 3,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: feedback khách,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: feedback khách
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: feedback khách"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] feedback khách: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai feedback khách. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 21,Tuần 3,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: feedback khách,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: feedback khách
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: feedback khách"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] feedback khách: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với feedback khách, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 21,Tuần 3,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: feedback khách,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: feedback khách
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: feedback khách"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] feedback khách: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử feedback khách. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 22,Tuần 4,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: ảnh giao hàng/bill,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: ảnh giao hàng/bill
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: ảnh giao hàng/bill"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] ảnh giao hàng/bill: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai ảnh giao hàng/bill. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
